Name,Full Path,Size,Allocated,Files,Folders,% of Parent (Allocated),Last Modified,Last Accessed,Owner,Type,Dir Level (Relative)
Orbit_review_483.bak,D:\FileServer\Sales\Quantum386\Drafts\Orbit_review_483.bak,1.1 GB,1.1 GB,1,0,14.6 %,03/14/2022,09/22/2023,CORP\dmiller,BAK File,4
Falcon_spec_907.vsdx,D:\FileServer\Sales\Quantum386\Drafts\Falcon_spec_907.vsdx,1.5 MB,1.5 MB,1,0,0.0 %,02/03/2017,05/05/2018,CORP\jsmith,VSDX File,4
Quantum_Q2_477.zip,D:\FileServer\Sales\Quantum386\Drafts\Quantum_Q2_477.zip,231.8 MB,231.8 MB,1,0,3.1 %,05/21/2024,02/20/2025,CORP\administrator,ZIP File,4
Apollo_final_771.sql,D:\FileServer\Sales\Quantum386\Drafts\Apollo_final_771.sql,85.4 MB,85.4 MB,1,0,1.1 %,02/01/2016,04/28/2016,CORP\kpatel,SQL File,4
Orbit_minutes_424.tif,D:\FileServer\Sales\Quantum386\Drafts\Orbit_minutes_424.tif,151.4 MB,151.4 MB,1,0,2.0 %,07/20/2017,02/06/2019,CORP\jsmith,TIF File,4
Pulse_review_839.iso,D:\FileServer\Sales\Quantum386\Drafts\Pulse_review_839.iso,5.8 GB,5.8 GB,1,0,79.1 %,01/02/2021,12/06/2022,CORP\lokafor,Disc Image File,4
Catalyst341,D:\FileServer\Sales\Catalyst341\,26.0 GB,26.0 GB,35,2,21.5 %,05/04/2020,05/09/2018,CORP\mwilson,File Folder,2
Pulse_report_515.xml,D:\FileServer\Sales\Catalyst341\Pulse_report_515.xml,8.3 MB,8.3 MB,1,0,0.0 %,12/23/2023,07/30/2025,CORP\administrator,XML File,3
Falcon_v2_973.tif,D:\FileServer\Sales\Catalyst341\Falcon_v2_973.tif,115.4 MB,115.4 MB,1,0,0.4 %,12/09/2016,05/29/2017,CORP\rgarcia,TIF File,3
Orbit_notes_130.docx,D:\FileServer\Sales\Catalyst341\Orbit_notes_130.docx,3.4 MB,3.4 MB,1,0,0.0 %,11/17/2015,10/16/2017,CORP\dmiller,DOCX File,3
Nimbus_final_855.json,D:\FileServer\Sales\Catalyst341\Nimbus_final_855.json,2.1 MB,2.1 MB,1,0,0.0 %,08/02/2018,08/15/2020,CORP\mwilson,JSON File,3
Titan_review_570.vsdx,D:\FileServer\Sales\Catalyst341\Titan_review_570.vsdx,2.2 MB,2.2 MB,1,0,0.0 %,08/28/2018,06/06/2019,CORP\svc_backup,VSDX File,3
Horizon_summary_806.sql,D:\FileServer\Sales\Catalyst341\Horizon_summary_806.sql,79.8 MB,79.8 MB,1,0,0.3 %,08/03/2021,01/20/2023,CORP\dmiller,SQL File,3
Titan_Q1_154.txt,D:\FileServer\Sales\Catalyst341\Titan_Q1_154.txt,290.3 KB,292.0 KB,1,0,0.0 %,08/05/2021,03/24/2023,CORP\mwilson,Text File,3
Titan_proposal_799.pdf,D:\FileServer\Sales\Catalyst341\Titan_proposal_799.pdf,18.4 MB,18.4 MB,1,0,0.1 %,09/23/2024,12/31/2025,CORP\kpatel,PDF File,3
Vertex_export_393.pst,D:\FileServer\Sales\Catalyst341\Vertex_export_393.pst,18.0 GB,18.0 GB,1,0,69.2 %,10/30/2021,02/26/2023,CORP\jsmith,Outlook Data File,3
Backups,D:\FileServer\Sales\Catalyst341\Backups\,6.4 GB,6.4 GB,11,0,24.7 %,07/09/2019,08/12/2016,CORP\administrator,File Folder,3
Beacon_review_40.vsdx,D:\FileServer\Sales\Catalyst341\Backups\Beacon_review_40.vsdx,1.4 MB,1.4 MB,1,0,0.0 %,09/29/2022,05/30/2023,CORP\jsmith,VSDX File,4
Summit_Q3_943.zip,D:\FileServer\Sales\Catalyst341\Backups\Summit_Q3_943.zip,381.5 MB,381.5 MB,1,0,5.8 %,03/24/2015,03/03/2016,CORP\tnguyen,ZIP File,4
Quantum_export_864.bak,D:\FileServer\Sales\Catalyst341\Backups\Quantum_export_864.bak,2.7 GB,2.7 GB,1,0,42.7 %,11/27/2025,12/31/2025,CORP\achen,BAK File,4
Quantum_Q2_793.dwg,D:\FileServer\Sales\Catalyst341\Backups\Quantum_Q2_793.dwg,34.8 MB,34.8 MB,1,0,0.5 %,03/05/2023,05/04/2024,CORP\administrator,DWG File,4
Beacon_v1_193.log,D:\FileServer\Sales\Catalyst341\Backups\Beacon_v1_193.log,13.5 MB,13.5 MB,1,0,0.2 %,03/30/2025,12/31/2025,CORP\lokafor,Log File,4
Orbit_Q4_889.psd,D:\FileServer\Sales\Catalyst341\Backups\Orbit_Q4_889.psd,845.5 MB,845.5 MB,1,0,12.9 %,08/19/2015,01/27/2017,CORP\achen,PSD File,4
Titan_budget_727.iso,D:\FileServer\Sales\Catalyst341\Backups\Titan_budget_727.iso,1.7 GB,1.7 GB,1,0,26.6 %,10/02/2023,03/21/2025,CORP\administrator,Disc Image File,4
Apollo_draft_198.jpg,D:\FileServer\Sales\Catalyst341\Backups\Apollo_draft_198.jpg,6.8 MB,6.8 MB,1,0,0.1 %,08/25/2015,05/06/2016,CORP\jsmith,JPG File,4
Horizon_report_941.psd,D:\FileServer\Sales\Catalyst341\Backups\Horizon_report_941.psd,726.3 MB,726.3 MB,1,0,11.1 %,03/26/2017,12/31/2017,CORP\kpatel,PSD File,4
Pulse_Q2_518.vsdx,D:\FileServer\Sales\Catalyst341\Backups\Pulse_Q2_518.vsdx,2.6 MB,2.6 MB,1,0,0.0 %,05/08/2025,09/11/2025,CORP\jsmith,VSDX File,4
Nimbus_spec_501.json,D:\FileServer\Sales\Catalyst341\Backups\Nimbus_spec_501.json,3.6 MB,3.6 MB,1,0,0.1 %,12/28/2016,04/27/2018,CORP\administrator,JSON File,4
2022,D:\FileServer\Sales\Catalyst341\2022\,1.4 GB,1.4 GB,15,0,5.2 %,12/03/2018,11/11/2018,CORP\achen,File Folder,3
Summit_v1_292.pptx,D:\FileServer\Sales\Catalyst341\2022\Summit_v1_292.pptx,24.9 MB,24.9 MB,1,0,1.8 %,07/23/2015,01/05/2016,CORP\administrator,PPTX File,4
Orbit_notes_878.png,D:\FileServer\Sales\Catalyst341\2022\Orbit_notes_878.png,5.2 MB,5.2 MB,1,0,0.4 %,07/11/2017,06/04/2019,CORP\rgarcia,PNG File,4
Quantum_Q1_526.pptx,D:\FileServer\Sales\Catalyst341\2022\Quantum_Q1_526.pptx,55.5 MB,55.5 MB,1,0,4.0 %,10/02/2023,11/25/2025,CORP\jsmith,PPTX File,4
Horizon_final_663.csv,D:\FileServer\Sales\Catalyst341\2022\Horizon_final_663.csv,1.1 MB,1.1 MB,1,0,0.1 %,07/05/2017,03/20/2018,CORP\administrator,CSV File,4
Orbit_budget_730.sql,D:\FileServer\Sales\Catalyst341\2022\Orbit_budget_730.sql,82.3 MB,82.3 MB,1,0,5.9 %,02/01/2018,04/10/2019,CORP\dmiller,SQL File,4
Pulse_spec_471.zip,D:\FileServer\Sales\Catalyst341\2022\Pulse_spec_471.zip,223.5 MB,223.5 MB,1,0,16.0 %,03/26/2020,01/29/2021,CORP\svc_backup,ZIP File,4
Pulse738,D:\FileServer\Sales\Pulse738\,51.2 GB,51.2 GB,35,4,42.3 %,06/15/2019,07/22/2021,CORP\mwilson,File Folder,2
Pioneer_spec_575.pst,D:\FileServer\Sales\Pulse738\Pioneer_spec_575.pst,18.4 GB,18.4 GB,1,0,36.0 %,03/03/2018,01/02/2019,CORP\mwilson,Outlook Data File,3
Horizon_v1_345.zip,D:\FileServer\Sales\Pulse738\Horizon_v1_345.zip,656.1 MB,656.1 MB,1,0,1.3 %,08/24/2018,06/03/2019,CORP\tnguyen,ZIP File,3
Beacon_budget_193.txt,D:\FileServer\Sales\Pulse738\Beacon_budget_193.txt,265.0 KB,268.0 KB,1,0,0.0 %,08/02/2023,04/04/2024,CORP\jsmith,Text File,3
2024,D:\FileServer\Sales\Pulse738\2024\,0 B,0 B,14,0,0.0 %,08/02/2018,08/20/2022,CORP\achen,File Folder,3
Beacon_Q3_303.zip,D:\FileServer\Sales\Pulse738\2024\Beacon_Q3_303.zip,428.7 MB,428.7 MB,1,0,2.0 %,07/16/2019,08/16/2020,CORP\jsmith,ZIP File,4
Catalyst_proposal_836.jpg,D:\FileServer\Sales\Pulse738\2024\Catalyst_proposal_836.jpg,2.8 MB,2.8 MB,1,0,0.0 %,02/23/2023,02/22/2025,CORP\rgarcia,JPG File,4
2024,D:\FileServer\Sales\Pulse738\2024\,20.6 GB,20.6 GB,14,0,40.1 %,12/29/2020,02/27/2022,CORP\lokafor,File Folder,3
Atlas_Q4_308.csv,D:\FileServer\Sales\Pulse738\2024\Atlas_Q4_308.csv,71.5 MB,71.5 MB,1,0,0.3 %,01/11/2017,11/07/2017,CORP\mwilson,CSV File,4
Horizon_final_759.zip,D:\FileServer\Sales\Pulse738\2024\Horizon_final_759.zip,742.7 MB,742.7 MB,1,0,3.5 %,01/24/2024,08/18/2025,CORP\achen,ZIP File,4
Beacon_plan_671.xlsx,D:\FileServer\Sales\Pulse738\2024\Beacon_plan_671.xlsx,7.1 MB,7.1 MB,1,0,0.0 %,12/26/2018,08/11/2019,CORP\tnguyen,XLSX File,4
Vertex_plan_381.zip,D:\FileServer\Sales\Pulse738\2024\Vertex_plan_381.zip,599.7 MB,599.7 MB,1,0,2.8 %,04/19/2018,08/06/2019,CORP\mwilson,ZIP File,4
Horizon_report_888.pst,D:\FileServer\Sales\Pulse738\2024\Horizon_report_888.pst,18.4 GB,18.4 GB,1,0,89.4 %,08/03/2025,12/31/2025,CORP\mwilson,Outlook Data File,4
Horizon_notes_513.pdf,D:\FileServer\Sales\Pulse738\2024\Horizon_notes_513.pdf,24.5 MB,24.5 MB,1,0,0.1 %,12/10/2020,10/11/2021,CORP\dmiller,PDF File,4
Apollo_final_141.jpg,D:\FileServer\Sales\Pulse738\2024\Apollo_final_141.jpg,2.8 MB,2.8 MB,1,0,0.0 %,08/04/2019,03/09/2021,CORP\lokafor,JPG File,4
Falcon_plan_884.sql,D:\FileServer\Sales\Pulse738\2024\Falcon_plan_884.sql,23.1 MB,23.1 MB,1,0,0.1 %,09/26/2023,12/17/2023,CORP\lokafor,SQL File,4
Atlas_draft_321.pst,D:\FileServer\Sales\Pulse738\2024\Atlas_draft_321.pst,285.3 MB,285.3 MB,1,0,1.4 %,01/26/2020,11/01/2020,CORP\rgarcia,Outlook Data File,4
Orbit_draft_591.tif,D:\FileServer\Sales\Pulse738\2024\Orbit_draft_591.tif,41.0 MB,41.0 MB,1,0,0.2 %,06/28/2020,08/18/2022,CORP\mwilson,TIF File,4
Falcon_Q1_649.msg,D:\FileServer\Sales\Pulse738\2024\Falcon_Q1_649.msg,835.9 KB,836.0 KB,1,0,0.0 %,10/24/2019,02/23/2021,CORP\dmiller,MSG File,4
Apollo_report_547.jpg,D:\FileServer\Sales\Pulse738\2024\Apollo_report_547.jpg,5.9 MB,5.9 MB,1,0,0.0 %,03/09/2019,03/23/2019,CORP\kpatel,JPG File,4
Templates,D:\FileServer\Sales\Pulse738\Templates\,9.2 GB,9.2 GB,12,0,18.0 %,05/05/2024,12/15/2020,CORP\rgarcia,File Folder,3
Beacon_summary_642.py,D:\FileServer\Sales\Pulse738\Templates\Beacon_summary_642.py,63.9 KB,64.0 KB,1,0,0.0 %,07/15/2017,06/25/2019,CORP\kpatel,Python File,4
Quantum_final_106.vsdx,D:\FileServer\Sales\Pulse738\Templates\Quantum_final_106.vsdx,2.1 MB,2.1 MB,1,0,0.0 %,08/08/2021,06/17/2022,CORP\achen,VSDX File,4
Drafts,D:\FileServer\Sales\Pulse738\Drafts\,2.4 GB,2.4 GB,6,0,4.6 %,03/28/2024,07/07/2015,CORP\tnguyen,File Folder,3
Horizon_Q4_611.iso,D:\FileServer\Sales\Pulse738\Drafts\Horizon_Q4_611.iso,1.4 GB,1.4 GB,1,0,61.0 %,12/16/2024,12/31/2025,CORP\achen,Disc Image File,4
Atlas_Q3_368.tif,D:\FileServer\Sales\Pulse738\Drafts\Atlas_Q3_368.tif,48.7 MB,48.7 MB,1,0,2.0 %,11/06/2016,12/24/2017,CORP\jsmith,TIF File,4
Nimbus_data_745.txt,D:\FileServer\Sales\Pulse738\Drafts\Nimbus_data_745.txt,108.3 KB,112.0 KB,1,0,0.0 %,03/26/2023,04/17/2023,CORP\administrator,Text File,4
Pioneer_draft_127.psd,D:\FileServer\Sales\Pulse738\Drafts\Pioneer_draft_127.psd,732.9 MB,732.9 MB,1,0,30.2 %,04/18/2022,05/26/2022,CORP\dmiller,PSD File,4
Beacon_export_790.dat,D:\FileServer\Sales\Pulse738\Drafts\Beacon_export_790.dat,159.5 MB,159.5 MB,1,0,6.6 %,07/19/2015,03/18/2017,CORP\jsmith,DAT File,4
Beacon_v2_670.pptx,D:\FileServer\Sales\Pulse738\Drafts\Beacon_v2_670.pptx,3.3 MB,3.3 MB,1,0,0.1 %,09/26/2022,01/22/2023,CORP\dmiller,PPTX File,4
IT,D:\FileServer\IT\,110.0 GB,110.0 GB,132,15,13.1 %,12/25/2019,04/07/2019,CORP\mwilson,File Folder,1
Quantum_Q3_719.txt,D:\FileServer\IT\Quantum_Q3_719.txt,105.4 KB,108.0 KB,1,0,0.0 %,10/18/2022,09/19/2024,CORP\jsmith,Text File,2
Quantum_Q1_678.pdf,D:\FileServer\IT\Quantum_Q1_678.pdf,33.3 MB,33.3 MB,1,0,0.0 %,01/10/2018,10/09/2019,CORP\administrator,PDF File,2
Summit_final_429.pdf,D:\FileServer\IT\Summit_final_429.pdf,32.8 MB,32.8 MB,1,0,0.0 %,01/23/2023,10/16/2024,CORP\mwilson,PDF File,2
Quantum_v2_804.pdf,D:\FileServer\IT\Quantum_v2_804.pdf,31.9 MB,31.9 MB,1,0,0.0 %,03/24/2017,12/07/2018,CORP\rgarcia,PDF File,2
Orbit_export_852.iso,D:\FileServer\IT\Orbit_export_852.iso,4.0 GB,4.0 GB,1,0,3.6 %,01/06/2019,12/26/2020,CORP\dmiller,Disc Image File,2
Quantum_draft_41.dat,D:\FileServer\IT\Quantum_draft_41.dat,127.1 MB,127.1 MB,1,0,0.1 %,03/17/2025,10/15/2025,CORP\lokafor,DAT File,2
Nimbus102,D:\FileServer\IT\Nimbus102\,15.5 GB,15.5 GB,16,1,14.1 %,02/22/2015,07/14/2022,CORP\mwilson,File Folder,2
Pulse_proposal_686.bak,D:\FileServer\IT\Nimbus102\Pulse_proposal_686.bak,4.6 GB,4.6 GB,1,0,29.7 %,01/04/2016,03/12/2018,CORP\svc_backup,BAK File,3
Titan_v2_927.zip,D:\FileServer\IT\Nimbus102\Titan_v2_927.zip,659.9 MB,659.9 MB,1,0,4.2 %,08/04/2017,11/14/2018,CORP\tnguyen,ZIP File,3
Quantum_Q2_52.pdf,D:\FileServer\IT\Nimbus102\Quantum_Q2_52.pdf,11.2 MB,11.2 MB,1,0,0.1 %,10/20/2024,11/29/2024,CORP\tnguyen,PDF File,3
Atlas_plan_437.py,D:\FileServer\IT\Nimbus102\Atlas_plan_437.py,29.9 KB,32.0 KB,1,0,0.0 %,01/25/2016,03/11/2018,CORP\jsmith,Python File,3
Exports,D:\FileServer\IT\Nimbus102\Exports\,5.0 GB,5.0 GB,7,0,32.3 %,07/20/2016,06/10/2022,CORP\achen,File Folder,3
Atlas_Q2_979.json,D:\FileServer\IT\Nimbus102\Exports\Atlas_Q2_979.json,2.1 MB,2.1 MB,1,0,0.0 %,11/07/2024,12/31/2025,CORP\mwilson,JSON File,4
Atlas_plan_188.pdf,D:\FileServer\IT\Nimbus102\Exports\Atlas_plan_188.pdf,25.7 MB,25.7 MB,1,0,0.5 %,06/28/2019,10/07/2020,CORP\tnguyen,PDF File,4
Pulse_review_707.bak,D:\FileServer\IT\Nimbus102\Exports\Pulse_review_707.bak,3.2 GB,3.2 GB,1,0,63.8 %,04/11/2022,09/28/2022,CORP\mwilson,BAK File,4
Falcon_report_966.csv,D:\FileServer\IT\Nimbus102\Exports\Falcon_report_966.csv,13.3 MB,13.3 MB,1,0,0.3 %,09/01/2019,04/27/2021,CORP\lokafor,CSV File,4
Orbit_proposal_695.log,D:\FileServer\IT\Nimbus102\Exports\Orbit_proposal_695.log,11.6 MB,11.6 MB,1,0,0.2 %,11/08/2021,12/01/2022,CORP\kpatel,Log File,4
Catalyst_summary_884.accdb,D:\FileServer\IT\Nimbus102\Exports\Catalyst_summary_884.accdb,1.8 GB,1.8 GB,1,0,35.1 %,05/27/2024,12/31/2025,CORP\achen,Access Database,4
Horizon_Q3_116.msg,D:\FileServer\IT\Nimbus102\Exports\Horizon_Q3_116.msg,912.3 KB,916.0 KB,1,0,0.0 %,07/08/2015,09/10/2015,CORP\tnguyen,MSG File,4
Beacon421,D:\FileServer\IT\Beacon421\,38.9 GB,38.9 GB,43,4,35.4 %,02/20/2015,11/25/2022,CORP\svc_backup,File Folder,2
Beacon_plan_532.iso,D:\FileServer\IT\Beacon421\Beacon_plan_532.iso,6.8 GB,6.8 GB,1,0,17.6 %,12/07/2021,03/14/2022,CORP\dmiller,Disc Image File,3
Beacon_data_494.psd,D:\FileServer\IT\Beacon421\Beacon_data_494.psd,684.4 MB,684.4 MB,1,0,1.7 %,08/02/2022,05/19/2024,CORP\dmiller,PSD File,3
Falcon_minutes_914.json,D:\FileServer\IT\Beacon421\Falcon_minutes_914.json,447.2 KB,448.0 KB,1,0,0.0 %,02/17/2015,12/06/2016,CORP\achen,JSON File,3
Pioneer_Q3_873.bak,D:\FileServer\IT\Beacon421\Pioneer_Q3_873.bak,3.5 GB,3.5 GB,1,0,8.9 %,11/03/2015,12/11/2017,CORP\lokafor,BAK File,3
Atlas_data_339.zip,D:\FileServer\IT\Beacon421\Atlas_data_339.zip,51.7 MB,51.7 MB,1,0,0.1 %,09/07/2020,04/23/2021,CORP\svc_backup,ZIP File,3
Beacon_review_413.png,D:\FileServer\IT\Beacon421\Beacon_review_413.png,665.3 KB,668.0 KB,1,0,0.0 %,02/24/2020,05/23/2021,CORP\administrator,PNG File,3
Drafts,D:\FileServer\IT\Beacon421\Drafts\,15.7 GB,15.7 GB,7,0,40.2 %,08/09/2024,08/03/2020,CORP\lokafor,File Folder,3
Titan_Q3_764.pst,D:\FileServer\IT\Beacon421\Drafts\Titan_Q3_764.pst,120.5 MB,120.5 MB,1,0,0.8 %,07/11/2019,09/05/2020,CORP\jsmith,Outlook Data File,4
Pioneer_minutes_1.xlsx,D:\FileServer\IT\Beacon421\Drafts\Pioneer_minutes_1.xlsx,19.3 MB,19.4 MB,1,0,0.1 %,10/20/2025,12/31/2025,CORP\tnguyen,XLSX File,4
Pioneer_minutes_212.pst,D:\FileServer\IT\Beacon421\Drafts\Pioneer_minutes_212.pst,14.7 GB,14.7 GB,1,0,94.1 %,08/28/2025,12/31/2025,CORP\kpatel,Outlook Data File,4
Pulse_report_837.png,D:\FileServer\IT\Beacon421\Drafts\Pulse_report_837.png,3.7 MB,3.7 MB,1,0,0.0 %,09/21/2018,04/16/2020,CORP\administrator,PNG File,4
Catalyst_Q3_734.accdb,D:\FileServer\IT\Beacon421\Drafts\Catalyst_Q3_734.accdb,745.0 MB,745.0 MB,1,0,4.6 %,01/11/2023,04/18/2024,CORP\mwilson,Access Database,4
Titan_data_3.dwg,D:\FileServer\IT\Beacon421\Drafts\Titan_data_3.dwg,45.7 MB,45.7 MB,1,0,0.3 %,04/22/2024,12/31/2025,CORP\tnguyen,DWG File,4
Pioneer_Q4_383.sql,D:\FileServer\IT\Beacon421\Drafts\Pioneer_Q4_383.sql,13.6 MB,13.6 MB,1,0,0.1 %,07/07/2015,12/22/2015,CORP\lokafor,SQL File,4
Final,D:\FileServer\IT\Beacon421\Final\,1.7 GB,1.7 GB,18,0,4.3 %,03/20/2024,01/15/2023,CORP\dmiller,File Folder,3
Quantum_notes_193.pdf,D:\FileServer\IT\Beacon421\Final\Quantum_notes_193.pdf,25.2 MB,25.2 MB,1,0,1.5 %,06/02/2017,09/13/2018,CORP\rgarcia,PDF File,4
Summit_plan_111.tif,D:\FileServer\IT\Beacon421\Final\Summit_plan_111.tif,106.6 MB,106.6 MB,1,0,6.2 %,07/10/2015,04/18/2017,CORP\administrator,TIF File,4
Titan_Q2_469.accdb,D:\FileServer\IT\Beacon421\Final\Titan_Q2_469.accdb,1.2 GB,1.2 GB,1,0,70.5 %,09/21/2025,12/31/2025,CORP\achen,Access Database,4
2021,D:\FileServer\IT\Beacon421\2021\,10.4 GB,10.4 GB,10,0,26.7 %,01/18/2015,12/12/2020,CORP\jsmith,File Folder,3
Vertex_proposal_495.iso,D:\FileServer\IT\Beacon421\2021\Vertex_proposal_495.iso,7.2 GB,7.2 GB,1,0,69.4 %,03/17/2025,09/14/2025,CORP\administrator,Disc Image File,4
Falcon_final_107.vsdx,D:\FileServer\IT\Beacon421\2021\Falcon_final_107.vsdx,2.7 MB,2.7 MB,1,0,0.0 %,09/25/2021,06/07/2023,CORP\kpatel,VSDX File,4
Pioneer_review_429.json,D:\FileServer\IT\Beacon421\2021\Pioneer_review_429.json,2.0 MB,2.0 MB,1,0,0.0 %,01/25/2018,03/08/2019,CORP\kpatel,JSON File,4
Quantum_Q2_825.txt,D:\FileServer\IT\Beacon421\2021\Quantum_Q2_825.txt,70.9 KB,72.0 KB,1,0,0.0 %,08/18/2019,04/25/2021,CORP\svc_backup,Text File,4
Quantum_minutes_882.dwg,D:\FileServer\IT\Beacon421\2021\Quantum_minutes_882.dwg,91.4 MB,91.4 MB,1,0,0.9 %,04/07/2023,10/24/2024,CORP\rgarcia,DWG File,4
Nimbus_notes_640.sql,D:\FileServer\IT\Beacon421\2021\Nimbus_notes_640.sql,37.2 MB,37.2 MB,1,0,0.3 %,09/13/2022,09/01/2023,CORP\achen,SQL File,4
Summit_draft_516.dat,D:\FileServer\IT\Beacon421\2021\Summit_draft_516.dat,177.7 MB,177.7 MB,1,0,1.7 %,02/21/2022,01/17/2023,CORP\mwilson,DAT File,4
Orbit_spec_576.bak,D:\FileServer\IT\Beacon421\2021\Orbit_spec_576.bak,2.8 GB,2.8 GB,1,0,27.3 %,07/24/2022,08/27/2024,CORP\svc_backup,BAK File,4
Quantum_Q1_828.pptx,D:\FileServer\IT\Beacon421\2021\Quantum_Q1_828.pptx,33.6 MB,33.6 MB,1,0,0.3 %,03/12/2016,04/06/2016,CORP\dmiller,PPTX File,4
Falcon_report_687.docx,D:\FileServer\IT\Beacon421\2021\Falcon_report_687.docx,1.6 MB,1.6 MB,1,0,0.0 %,12/29/2017,02/05/2020,CORP\achen,DOCX File,4
Backups,D:\FileServer\IT\Beacon421\Backups\,144.2 MB,144.2 MB,2,0,0.4 %,08/31/2022,10/23/2017,CORP\achen,File Folder,3
Summit_budget_209.tif,D:\FileServer\IT\Beacon421\Backups\Summit_budget_209.tif,139.0 MB,139.0 MB,1,0,96.4 %,05/13/2015,05/14/2016,CORP\lokafor,TIF File,4
Titan_minutes_886.png,D:\FileServer\IT\Beacon421\Backups\Titan_minutes_886.png,5.2 MB,5.2 MB,1,0,3.6 %,04/17/2021,05/20/2022,CORP\rgarcia,PNG File,4
Pioneer903,D:\FileServer\IT\Pioneer903\,36.5 GB,36.5 GB,38,3,33.2 %,12/08/2023,12/16/2023,CORP\tnguyen,File Folder,2
Vertex_review_427.accdb,D:\FileServer\IT\Pioneer903\Vertex_review_427.accdb,641.3 MB,641.3 MB,1,0,1.7 %,10/31/2025,12/31/2025,CORP\jsmith,Access Database,3
Apollo_export_208.json,D:\FileServer\IT\Pioneer903\Apollo_export_208.json,3.5 MB,3.5 MB,1,0,0.0 %,04/22/2024,12/08/2024,CORP\kpatel,JSON File,3
Orbit_proposal_560.py,D:\FileServer\IT\Pioneer903\Orbit_proposal_560.py,154.7 KB,156.0 KB,1,0,0.0 %,03/15/2017,05/18/2019,CORP\rgarcia,Python File,3
2021,D:\FileServer\IT\Pioneer903\2021\,20.6 GB,20.6 GB,8,0,56.4 %,12/27/2016,08/28/2022,CORP\mwilson,File Folder,3
Falcon_Q4_123.vsdx,D:\FileServer\IT\Pioneer903\2021\Falcon_Q4_123.vsdx,205.5 KB,208.0 KB,1,0,0.0 %,10/22/2019,08/02/2020,CORP\svc_backup,VSDX File,4
Quantum_final_165.xml,D:\FileServer\IT\Pioneer903\2021\Quantum_final_165.xml,4.1 MB,4.1 MB,1,0,0.0 %,01/24/2015,12/28/2015,CORP\lokafor,XML File,4
Summit_final_41.txt,D:\FileServer\IT\Pioneer903\2021\Summit_final_41.txt,475.7 KB,476.0 KB,1,0,0.0 %,08/14/2018,04/16/2020,CORP\jsmith,Text File,4
Orbit_budget_503.xml,D:\FileServer\IT\Pioneer903\2021\Orbit_budget_503.xml,8.8 MB,8.8 MB,1,0,0.0 %,01/06/2019,03/21/2019,CORP\kpatel,XML File,4
2022,D:\FileServer\IT\Pioneer903\2022\,1.2 GB,1.2 GB,10,0,3.2 %,06/19/2017,09/24/2025,CORP\achen,File Folder,3
Titan_Q4_164.msg,D:\FileServer\IT\Pioneer903\2022\Titan_Q4_164.msg,1.1 MB,1.1 MB,1,0,0.1 %,01/08/2021,02/25/2022,CORP\mwilson,MSG File,4
Atlas_data_905.jpg,D:\FileServer\IT\Pioneer903\2022\Atlas_data_905.jpg,5.4 MB,5.4 MB,1,0,0.5 %,09/21/2018,08/26/2019,CORP\kpatel,JPG File,4
Quantum_notes_974.tif,D:\FileServer\IT\Pioneer903\2022\Quantum_notes_974.tif,158.8 MB,158.8 MB,1,0,13.3 %,12/12/2020,04/12/2022,CORP\svc_backup,TIF File,4
Pulse_summary_118.accdb,D:\FileServer\IT\Pioneer903\2022\Pulse_summary_118.accdb,709.6 MB,709.6 MB,1,0,59.5 %,12/31/2019,09/02/2020,CORP\administrator,Access Database,4
Catalyst_data_982.docx,D:\FileServer\IT\Pioneer903\2022\Catalyst_data_982.docx,2.6 MB,2.6 MB,1,0,0.2 %,04/12/2019,08/06/2019,CORP\dmiller,DOCX File,4
Quantum_minutes_742.mp4,D:\FileServer\IT\Pioneer903\2022\Quantum_minutes_742.mp4,103.1 MB,103.1 MB,1,0,8.7 %,03/21/2025,12/31/2025,CORP\kpatel,MP4 File,4
Pioneer_Q4_457.bak,D:\FileServer\IT\Pioneer903\2022\Pioneer_Q4_457.bak,180.6 MB,180.6 MB,1,0,15.2 %,01/27/2025,12/31/2025,CORP\rgarcia,BAK File,4
Atlas_Q4_85.pdf,D:\FileServer\IT\Pioneer903\2022\Atlas_Q4_85.pdf,10.8 MB,10.8 MB,1,0,0.9 %,11/23/2025,12/31/2025,CORP\svc_backup,PDF File,4
Pioneer_summary_642.xlsx,D:\FileServer\IT\Pioneer903\2022\Pioneer_summary_642.xlsx,6.8 MB,6.8 MB,1,0,0.6 %,07/08/2022,04/12/2024,CORP\rgarcia,XLSX File,4
Pulse_Q1_856.pdf,D:\FileServer\IT\Pioneer903\2022\Pulse_Q1_856.pdf,13.2 MB,13.2 MB,1,0,1.1 %,01/11/2021,12/31/2022,CORP\dmiller,PDF File,4
2024,D:\FileServer\IT\Pioneer903\2024\,14.1 GB,14.1 GB,17,0,38.7 %,02/28/2024,07/16/2025,CORP\mwilson,File Folder,3
Falcon_summary_471.sql,D:\FileServer\IT\Pioneer903\2024\Falcon_summary_471.sql,42.5 MB,42.5 MB,1,0,0.3 %,06/05/2015,09/02/2015,CORP\mwilson,SQL File,4
Apollo_draft_814.zip,D:\FileServer\IT\Pioneer903\2024\Apollo_draft_814.zip,571.6 MB,571.6 MB,1,0,4.0 %,10/16/2015,05/26/2017,CORP\rgarcia,ZIP File,4
